Tweet,For guns?,Location
"@mateo_dh_ Gotta start somewhere, and I think limiting gun ownership is a damn good spot to start with a gun violence issue. And that’s my own opinion, not because a party believes that.",-2,"Sacramento, CA"
Just retweeting this because @emilyshayde took off the comments probably cause I’m right ,-2,"Jamestown, NY"
@RandallPorter1 @ChrisAMark @DLoesch @NRA hey stupid no one is taking your guns,-2,"Alma, MI"
@RandallPorter1 @ChrisAMark @DLoesch @NRA hey stupid no one is taking your guns,-2,"Alma, MI"
@LuceroTheGreat I was only speaking for my brothers school as far as check in but have you not noticed how all if not most are gated tho? The shootings that took place where easy targets. The schools out here aren’t. Gates/security/campus police. I’m not saying all schools are the same but,-2,"Phoenix, AZ"
🤷🏻‍♂️👇 ,-2,"South Carolina, USA"
This. ,-2,"Elk Plain, WA"
"I also believe that if the founding fathers were present today, they would have stood alongside the students who stood up for their lives, and were brave enough to make the political whores who take money from the firearms manufacturers very uncomfortable. 
#ENOUGH #GunReformNow",-2,"Salt Lake City, UT"
"“guns don’t kill people”
“guns aren’t a problem”",-2,"Georgia, USA"
"All this gun control hoopla........ do you seriously expect every gun owner to turn in their guns to some backward ass,bought off politician who passes a law requiring it? Seriously folks, doubt it!",-2,"Thomasville, NC"
"@FoxNews @benshapiro @marthamaccallum A lot of smart people out there are saying that 18, 19 &amp; 20 year olds are too young to purchase guns because of their mental capacity &amp; things they are dealing with in life at that age. I agree whole heartedly &amp; for the same reason the voting age should be raised to 21 also⁉️",-2,"Pennsylvania, USA"
Have you considered providing the animals with firearms ,-2,"Omaha, NE"
@rowdy5261 @PizzaGateLibya @CNN @AppleNews Children younger than 13 have died in these mass school murders. These children never had a chance to reach adulthood. When does their right to live become more important than NRA 2nd amendment fear mongering propaganda? When will our lawmakers pass gun safety laws? #NeverAgain🤐,-2,"Raleigh, NC"
"@JoyAnnReid @eelagr @NRA The teacher that accidentally fired his weapon in a School was a reserved police officer. How much more training is adequate to prevent accidents? If 10% of teachers carry a gun; that is 300,000 guns going to school everyday.",-2,"Detroit, MI"
"@ccbrtx4 @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She owns this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
"17 kids die, and we get more guns in schools.

ONE puppy dies on a plane and we get an outright ban. ",-2,"Sacramento, CA"
"Great. Hey @SpeakerRyan @SenateMajLdr can you please work with @NRA to arm all of our doctors and nurses? It's un-American that only the schools will be safe with all the guns. But seriously, see the problem yet? It's guns. #NeverAgain #letTeachersTeach #ProblemIsGuns ",-2,"Chicago, IL"
Discussion can be seen tomorrow on  ,-2,"Flagstaff, AZ"
"@salciappara @RandPaul What an awful thing to say .
The NRA controls congress and until democrats replace them , we will soak in guns",-2,"Birmingham, AL"
"@ShaneFitzwater @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She owns this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
@OfficialJLD @Everytown This is a mistake that should NEVER happen. First rule of gun ownership is GUN SAFTY. That includes gun security.,-2,"North Chili, NY"
@Guitarisdead @DLoesch The NRA doesn't sell guns.,-2,"Indianapolis, IN"
ROFLMAO ,-2,"Olympia, WA"
GUNS. ARE. NOT. THE. PROBLEM.,-2,"Greenfield, IN"
@jemillerwbal Guns are this generations’ Vietnam. I only worry because we all know what happened at Kent State following a walkout...,-2,"Baltimore, MD"
"@tellcroy @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She owns this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
"I lost my brother to gun violence..I am personally affected..I also think the gun is not the issue, the person using that gun for evil now that's the problem .#Mentalhealth #advocate #2ndAmendment is my right.
Let's get some proper evals of those purchasing guns #strict guideline",-2,"Chino Hills, CA"
@WalshFreedom @MSNBC @CNN @ABC @CBSNews @NBCNews have you seen the accidents that have already happened with teachers/guns - not a good idea,-2,"California, USA"
"@Chris72350641 @StephenKing Wow, you really do love his work! I’ve read a few of those. Just curious, but how does advocating for regulation, like background checks and not allowing guns for people who’ve been convicted of domestic violence, infringe on your right/ability to protect yourself?",-2,"Tucson, AZ"
It’s not the guns .. it’s the people with them,-2,"Fresno, CA"
"CAN YOU BELIEVE this SHIT !! YEAH I do !!
Bernie thanks for selling THOUSANDS of
Guns today.. WAY TO GO !!! ",-2,"Moorpark, CA"
Bro how can you be this dumb??? 🤣 ,-2,"College Park, GA"
Who knew that a literal piece of shit could be registered as a 501(c)3 ,-2,"San Francisco, CA"
"@washingtonpost This is why we don’t want teachers to have guns in schools (oh, and that teacher who shot off his gun in his classroom)",-2,"Walnut Creek, CA"
"It was quite the day to be at US Congress today, along with amazing school kids calling time on gun violence #dmuglobal @DMUpolitics ",-2,"Washington, DC"
"Heather Sher, a radiologist, treated victims of the Parkland shooting. ""I have now seen high velocity AR-15 gunshot wounds firsthand,"" she writes. ""I pray that these are the last such wounds I have to see."" ",-2,"Portland, OR"
"18 school shootings since 1-1-18. Something must be done, because students, teachers and parents shouldn’t have to live in fear.

Today’s walkout allowed students to express their voices, stand up against gun violence and move forward to end school shootings. #walkoutbayarea ",-2,"San Francisco, CA"
@Lauren_sturg i’m pissed about everyone fighting over this dumb gun control vs. honoring victims dispute. it’s frustrating seeing it in every other tweet,-2,"Brownsburg, IN"
"@el_deplorable @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She owns this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
Didn’t know that in some states a thirteen year old can get a gun without parental consent. ,-2,"St George, UT"
God bless America. We stand with you. ,-2,"Marion, IA"
"if your argument to gun control is that it’s just mentally ill people, please tell me why your recreation is worth more than teenagers being murdered from people being able to access guns so easily",-2,"Georgia, USA"
@Rangerbass3587 @BEN_DAVIS86 Guns protect this country,-2,"Visalia, CA"
"Not only can be changed but must be changed. Gun ownership should not be a right, a right to NOT get shot should trump that every time. ",-2,"Walton Park, NY"
History really repeats itself first it was paddles now it’s guns... ,-2,"Tuskegee, AL"
@k_wanagitis @simpllyy_katie Karley is right. Adding stricter gun laws isn’t going to effect the million of guns sold illegally? I have respect for the 17 lives that were lost but I don’t believe adding even more gun laws is going to change a damn thing but give the shooters the attention they seek.,-2,"Bakersfield, CA"
"@thebradfordfile It’s sad NRA suppoerters are tougher on kids walking out of school to support gun control, than a kid walking into a school with an AR-15.",-2,"Panama City Beach, FL"
"@GOP @POTUS These things need to happen, not banning guns. When you start to ban guns you leave the innocent vulnerable to the evil people who want to harm you. It’s because of the mental state of a person, that they try to harm and kill.",-2,"Texas, USA"
'They push me left': Longtime PA Republican woman drops party because Trump 'caters to the extreme right' on guns  via rawstory,-2,"Philadelphia, PA"
"@Wizzle023 @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She owns this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
   Nope no guns used... nothing to see folks. @seanhannity @PrisonPlanet @infowars,-2,"Huber Heights, OH"
"On military base IF everyone trained had a gun, shooter would be dead instantly. You mistake AR15 with automatic weapons (those ARE illegal already). AR15 fires like any other semi-automatic gun-only as fast as you can pull the trigger. ",-2,"Alabama, USA"
And they want to give all teachers guns! #GoodPlan I know this was a complete accident. I can’t imagine how he must feel but I had to make this point. ,-2,"San Diego, CA"
"@TitusNation No guns regulations?
Age regulations 18 for long gun, and 21 for pistol.
Background checks.
Restrictions on transporting them in cars or on planes.
Restrictions on where and when you can have them.
Restrictions on where you can shoot them.
Restrictions on inheritance.
And more...",-2,"West Palm Beach, FL"
LOUDER FOR THE DOUCHE BAGS IN THE BACK ,-2,"Chino, CA"
"Notice how some smear by putting out as little information so people will assume Bernie is a terrible person?
I'm getting sick of repeating how TYPICAL AND DISGUSTING this technique is. 

I smell fear from the eight percent. Good.
#Bernie2020 ",-2,"Mount Helix, CA"
What's so hard to understand? ,-2,"Philadelphia, PA"
@TitusNation There are less controls on abortion than guns by any measure.,-2,"Lincoln, CA"
"They’re kids who have never been properly educated or disciplined. Keep in mind that they have a very limited exposure to what many of us consider recent history. They’re ignorance is a result of their limited experience. “Forgive them, for they know not what they do (or say)” ",-2,"Plum, PA"
"Demand License to have
Kids (Norplant) school
Vacation , for proper raising
Of kids, Be for Gun control
Has the Whole country went retard are what ?????",-2,"Dallas, TX"
Give em guns they said. What could go wrong? ,-2,"Waterloo, IA"
@TAPSTRIMEDIA @MalcolmNance @CNN Guns don't belong in classrooms for a reason,-2,"Hackensack, NJ"
"NRA WANTS GUNS IN SCHOOLS. (More guns more $$$$) NO GOOD CAN/ WILL COME OF IT, Like the  2 accidental shootings at US schools, one by armed teacher, the other by resource officer - ABC News -  via @ABC ",-2,"Queens, NY"
"@neverdems @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She owns this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
Ignorant or dishonest? ,-2,"St George, UT"
"@Hublife Obviously YOU have no reason to fear guns. Guns are not toys but guns are running through the streets and kids are killing people, 17 to be exact just happened. Whats the death toll now? It is only March and people's lives are changed forever.",-2,"Washington, DC"
Exactly why teachers don’t need guns in class. #NationalWalkoutDay ,-2,"Indianapolis, IN"
"@IngrahamAngle @StephenMilIer @DonaldJTrumpJr @POTUS  we thought maybe we might have to fight for our home protection our AR15 under Obama but he still has control of the media, and a Muslim Linda Sosour who wants Shera law just pushed children to ban guns in America???",-2,"West Virginia, USA"
Homeless people in D.C. finna go crazy 😂 ,-2,"Dallas, TX"
👍💜👏 ,-2,"Hampton, MI"
"@funder @pattonoswalt GO TO HEADQUARTERS OF NRA AND CAMP OUT THERE INDEFENITELY. ...SCREAM EVERYDAY AT THEM... THREATEN THEM WITH MACHINE GUNS..  
DUMP YOUR TRASH ON THEM!",-2,"Fox Chase, PA"
"Today’s #walkouts give me hope for the future. Here, in #DC, kids grow up around politicians who notoriously discount  them. Still, they’re demanding to be heard &amp; I pledge to listen. On guns. On every issue. Students—this is your time. #ENOUGH",-2,"Washington, DC"
"@KamVTV It’s sad NRA suppoerters are tougher on kids walking out of school to support gun control, than a kid walking into a school with an AR-15.",-2,"Panama City Beach, FL"
"Yes b/c no one ever could have possibly imagined... guns in class, what could go wrong? ",-2,"Manhattan, NY"
"@Caitlinh24 @AvianSoul1 @adamnmillennial @davidhogg111 @gridiron_guru67 I think the pursuance of peace between Americans, no matter what their beliefs is the core. We have a long way to go to heal the wounds that this unbridled sale of firearms has caused. To many victims and their survivors that will forever mourn their loss .",-2,"Upper Providence Township, PA"
"@nicholas_reno @smokeynation @KayaJones @FoxNews We just gotta try something!  It may not work.  But doing nothing has led to mass shootings every couple of months.  AND saying that we can't touch the guns because of the 2nd amendment is ridiculous.  Not one ""forefather"" would have imagined our current position.",-2,"Jackson, MS"
"@realDonaldTrump You have already reversed your promis concerning gun control, you sniveling coward and possession of the NRA! You are doing nothing relevant that will make any real difference! And let’s not forget your unresponsible choice of a cocaine addict today!",-2,"Green, OH"
"@mateo_dh_ You’re arguing something completely different than gun control and we’re not even talking about the same thing at this point lol. Gun control is 100% possible. You’re making everything about race, which is absolutely involved, but is not what I’m talking about at all.",-2,"Sacramento, CA"
"Wait a minute

Nazis=swastikas

Where’s the nazi symbolism?

You’re finding any way to delegitimize the efforts of these kids *kids* to make a positive impact on their country. Shame on you for putting gun rights in front a of human right to live and learn in a safe environment. ",-2,"Connecticut, USA"
THIS IS AMAZING😭💙 ,-2,"San Antonio, TX"
"@MarkinNewson @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She owns this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
@ananavarro That could happen in your party would prioritize people as opposed to guns.,-2,"Coral Gables, FL"
"GUNS KILL, MANY DIE FROM ACCIDENTAL SHOOTINGS, ""PERIOD!"" ",-2,"Queens, NY"
"@mmfa That’s a true statement, bought and paid for by liberal Democrats with an gun control agenda ,using our kids what a bunch of low life individuals",-2,"Cottondale, AL"
"@brashersm @EdKrassen @RemoveHIM @realDonaldTrump First of all, thank you for your service. 2nd, most murders are committed with legally purchased guns. Look it up. The people who commit the majority of gun violence were good guys with guns one second before they committed murder. Who claimed you were stupid?",-2,"Denver, CO"
Lmao this guy doesn’t believe in gun control ... ,-2,"Orlando, FL"
"This ""walk out"" is the equivalent of the ""thoughts and prayers"" everybody hates. This did nothing. Didnt change any minds at all. You played to the #guncontrol base without talking to the people that know about firearms. 
#DefendTheSecond ",-2,"Tennessee, USA"
"@gayle_ann2 @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She owns this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
"@DLanceBlack Today, after I said 2A must be reversed, I was asked why  (I'm in Austin) I thought everyone's guns should be taken away. I said that's not what removing 2A would do. They had to think about that.",-2,"Austin, TX"
"@mollysmcdonough @DavidHLoomis @gladmeister @RealRedElephant @cameron_kasky Ahh, but there's ur fail. U go directly to guns, which kill far fewer than more than a dozen other things in the US, none of which are Constitutionally protected. Guns ARE Constitutionally protected as an inalienable right...ERGO, let's address the root causes, not the symptom.",-2,"Florida, USA"
Compare that to Arizona governor ,-2,"Pitman, NJ"
"Oh yes you do sell guns, you just don’t get paid for it. You educate people on their rights and their responsibilities and that in turn sells guns!👍 keep it up, ignorance of those things could sink this country! ",-2,"Missouri, USA"
@HuffPost You want to mention the MILLIONS of kids who did not walk out?  Or those pro Gun rights who were silenced?,-2,"Paradise, NV"
@tedlieu @NRA Guns are our second amendment rights. So good luck “taking away” guns. No ones trying to take guns away just merely control who has access to them,-2,"Fort Worth, TX"
"MSM has always given Bernie a pass. They gave him a pass on taxes, FEC filings &amp; lack thereof, his vote against Russian sanction, his trip to Rome  on the kids dime etc ",-2,"Manhattan, NY"
"Put more cops in schools to stop shootings, and don’t ban guns.",-2,"Visalia, CA"
Apparently Tucker neglected to sign up for the Logic elective in college ,-2,"Washington, DC"
Great ,-2,"Georgia, USA"
"I used the #WPSProud hashtag today in all of my posts just to spite them. 😊 

I'm glad we all went against them today and stood up for what we thought was right. I'm so proud. ❤ ",-2,"Wichita, KS"
@SenJohnKennedy So dogs get better protections from flight attendants than our children do from people with guns.  Sound logic.,-2,"Plainfield, IL"
Guns aren’t regulated at all? Ok. ,-2,"Manhattan, NY"
I’m for taking the guns. Sick of this ,-2,"St Joseph, MO"
@SenJohnKennedy So are schoolchildren. We demand gun control now. Bring back the assault weapons ban,-2,"Chicago, IL"
Sad ,-2,"Ohio, USA"
"@RightisRight18 @davidhogg111 I’m sure bullying a teenager is satisfying to a grown man I’m sure it’s given you such satisfaction in life, sensible gun laws is not communism, Trump wants to take guns without due Process not even Obama suggested that but the NRA set him straight the 2 A States well regulated",-2,"Brigantine, NJ"
No gun problem- a crazy people problem. The gun is a tool. The person is the weapon. ,-2,"Alabama, USA"
The @GOP and @NRA-bought politicians like @SenJohnKennedy care more about a puppy’s life than the lives of human beings—our children—that are endangered by instruments of war and death—i.e. guns. #GunReformNow (Nothing wrong about caring for the puppy. It’s about priorities.) ,-2,"Manhattan, NY"
And y’all still want Teachers to have Guns? ,-2,"Kentucky, USA"
"One dog dies and the senate acts quickly. Thousands of Americans, including innocent schoolchildren, die and we can’t get anything. 

Demand gun control now. Urge congress to pass an assault weapons ban ",-2,"Chicago, IL"
Thank you Elder you said what so many of us think! ,-2,"Henderson, NV"
instead of #NationalWalkoutDay how about you walk up?? be kind be a fucking friend to someone who is friendless.. sorry this gun control shit is getting out of hand and had to vent somewhere... be kind to each other instead of blaming.. how about being kind to eachother...,-2,"New Mexico, USA"
@serridge83 @PizzaGateLibya @CNN @AppleNews Do you live in the Wild West? Even  back then gunslingers didn’t have military assault weapons. I believe in the rule of law with reasonable gun restrictions for responsible gun owners. I’m not buying the argument that more guns means more safety. It just means more gun sales. 🤐,-2,"Raleigh, NC"
@Vito2Don I wish a member of the NRA would have been at the school that awful day with his gun? Lives would have been saved! Also if the shooter knew there was Ppl in the school with guns it would not have happened!,-2,"High Point, NC"
@Sb51Antinomy @SethAMandel Did you miss the part of the Obama presidency where he went out of his way to comfort the families of the victims of school shootings and other calamities. You sight one eulogy for evidence. His Presidency was a model of dignity and kindness. It’s not my mind that’s clouded.,-2,"Arizona, USA"
"Change the channel....or better yet take 17 min out of your life to respect children who lost their life’s, all the parents who lost their children because of school shootings, and the kids who are standing up for what’s right? Just a thought 🐸☕️ ",-2,"Christiansburg, VA"
@RightisRight18 @davidhogg111 There is nothing about our gun laws that are well regulated at all no one is even suggesting taking handguns but if you need an AR-15 then you’re hunting HUMANS not animals nd we need to know why,-2,"Brigantine, NJ"
"@tha_rami @StaceyK49erGal Good for you guys in the Netherlands. But America is unique though in that we have a constitution that makes it an abomination for any one to take away our rights to own, defend, protect and express ourselves with guns.",-2,"North Ridgeville, OH"
"@nlyonne #NationalWalkoutDay today, I, alongside 36 other students, were discouraged by our school to practice our first amendment rights of freedom of speech and assembly to take a stand on gun reform and commemorate those kids in Parkland! Shed light on THIS! Pls rt for support",-2,"Lindenhurst, NY"
@pookey258 @GOP @The_Trump_Train @realDonaldTrump @NRA @BreitbartNews @FoxNews It isn't about the guns,-2,"Texas, USA"
So who gets to be the one to tell her the Secret Service carries guns? ,-2,"Ohio, USA"
"I had an elderly lady tell me tho other day that I should be protesting texting while driving instead of weak gun laws. I told her that I am opposed to texting while driving and that I think it’s a national crisis, but that doesn’t negate the fact that gun violence is higher here",-2,"Kentucky, USA"
"Let's support our governor, @RoyCooperNC's common sense proposal to end gun violence epidemic. We owe it to our youth @GenNation #marchforourlives. ",-2,"Charlotte, NC"
would you rather have your guns taken away or your children taken away by guns?,-2,"Las Vegas, NV"
Loving the power of the youth in our country. #enough #neveragain ,-2,"Boston, MA"
How about better gun control?? ,-2,"Los Angeles, CA"
Man Eminem can't really be talking about gun control when he literally rapped about Columbine and shooting up a school😅😅,-2,"Akron, OH"
"3. In comparison to how many guns actually exist, the number of cases are fairly low.",-2,"Brooklyn, NY"
This whole age issue is all about gun manufacturers wanting to sell more guns. They couldn’t care less about  young people’s rights or their safety. All about $$$! ,-2,"Murfreesboro, TN"
@FoxNews @IngrahamAngle Why fuss &amp; fight these kids walk in the path of there  parents they have watched for years act stupid &amp; Politically correctness as they sit as ducks in school to violence b/c they surrender to liberals robbing their self defense! Guns/Hipocrisy/Lies!,-2,"North Carolina, USA"
I truly believe she’s loves that kid or why else would she be this mad 😭😭 ,-2,"Clover Creek, WA"
"Odd. The only tools I see are douchebags critcizing kids for  peacefully exercising their first amendment rights.

@henrymcmaster @SCGOV ",-2,"Stamford, CT"
@TrumpsDC Agree. My daughter’s school started with a 17 minute walk-out in silence for those killed. Then it became about “gun control” - I imagine adults were involved in the change of direction.,-2,"Georgia, USA"
Taking away guns won’t solve anything. Mexico has stricter gun laws than the US and has a 3 times higher gun crime rate.,-2,"La Plata, MD"
"Actually,Elder. I believe they are too lilly livered to rise up against a Muslim for fear of having their heads handed to them,..
LITERALLY! ",-2,"Florida, USA"
Joe Rogan on The Gun Control Protest March  via @YouTube,-2,"Philadelphia, PA"
"Finally Democrats win on gun control. Constitutional change makes it a crime to own a gun. As a law abiding citizen, I turn mine in.  Unfortunately the criminal keeps his.  I guess I’ll have to use a knife when they break into my house.  Which will happen, mark my words.",-2,"Brookhaven, GA"
"Yes, youngsters are being used as political pawns. In addition, many are being heavily pressured into protesting, when they would rather not. Peer pressure is still alive &amp; well. ",-2,"West Haverstraw, NY"
"@pnf_phytrade @DLoesch 1. So, let me ask you...what has changed? There used to be a time when students had guns in the back windows of their trucks at school &amp; mass shootings weren't an issue.",-2,"Royal Pines, NC"
"@TheMogs @DLoesch This is about getting AR-15 murder machines out of our neighborhoods.

This has nothing to do with the 2nd amendment.

The #NRA lied to you and said it is.

This how they sell the guns.

Fear and hatred and lies.",-2,"Pennsylvania, USA"
"As you watch the TV news today about the nation's kids walking out of school to force repeal of the 2nd amendment and to try to take your guns, may I remind you that Mao used the same strategy in 1966 to force Communist rule in China ............ ",-2,"Boise, ID"
"@SpeakerRyan I can tell you in very simple terms Mr Speaker; stop giving Carte Blanche to the NRA.  Listen to your constituents GOP; pass reasonable gun laws.  The American public, our youth is demanding it!",-2,"Wisconsin, USA"
"@nlyonne  #NationalWalkoutDay today, I, alongside 36 other students, were discouraged by our school to practice our first amendment rights of freedom of speech and assembly to take a stand on gun reform and commemorate those kids in Parkland! Pls rt this to get the word out!!!!",-2,"Lindenhurst, NY"
The liberals are using their brain washed group of teens as puppets to push their silly views on Guns again 👍👍👍👍😩😩😩👌🏻👌🏻👌🏻😎😎😎🤯🤯🤯😳😳😳🙏🏻🙏🏻😂😂😂🤜🏻🤜🏻🤜🏻🤜🏻🐑🐑🐑🐑💦💦 ,-2,"Pennsylvania, USA"
"@TuckerCarlson But civics be damned… your argument, @TuckerCarlson, is just absurd. 18 year olds can’t buy alcohol, but they can certainly vote and influence laws.

And many of the students protesting _are_ adults. Seniors in high school are often 18, and mass shootings happen at colleges too.",-2,"Hayes Valley, San Francisco"
"PACKED room at the @NAU town hall style meeting on gun control. #NationalWalkoutDay 

SALA LLENA en la reunión de @NAU para la comunidad para hablar sobre el control de armas.

@cronkitenews @CronkNoticias ",-2,Northern Arizona University
@emrnanuel @ashleysamaco i understand the point to the walkout and i think it was a good idea but 90% of the population was using the walkout to just get out of class and complain about gun control. people still shouldn’t be forced to do something if they dont want to walkout,-2,"Middle River, MD"
"beyond emotionally touched today with the school walkout in school and throughout the entire country. to the seventeen precious lives and more in other school shootings, rest in peace. we will continue to fight in your memory and will not stop 🙏🏻💗#enoughwalkout ",-2,"Brooklyn, NY"
One dog dies on an airplane and Republicans are ready to pass a law to prevent it but thousands of kids will continue to die in school shootings while they twiddle their thumbs. Children are also family but go off I guess ohwell ,-2,"Pittsburgh, PA"
@hypnotic03 Oh I’m fully aware of the shananagans they try to play. And it doesn’t make sense but guns make them money so they’re not in a hurry to change anything which is ridiculous,-2,"McKinney, TX"
"today was a day of proteststhat our lawmakers should remember what loose gun laws have done in the past 
Abraham Lincoln 1865
James A Garfield 1881
William McKinley 1901
John F Kennedy  1963
   (all killed by guns)
Theodore Roosevelt 1912
Ronald Reagan 1981
    (nearly killed)",-2,"Portage, PA"
automatic machine guns are allowed in Arizona. Fuck off Arizona,-2,"Warren, MI"
“Abortion is more regulated than guns.” is bullshit spouted by stupid assholes right up there with “It’s easier to buy guns than vote.” and “Guns have more rights than women.”,-2,"St George, UT"
 #WalkoutWednesday #Politics #guns #schools,-2,"Los Angeles, CA"
@Atchesonian Guns don’t kill people—something I learned from a MAGA hat at our little walkout in rememberance of the 17 kids killed by a gun.,-2,"Edmond, OK"
🐸☕️ ,-2,"Blacksburg, VA"
One dog dies on an airplane and Republicans are ready to pass a law to prevent it but thousands of kids will continue to die in school shootings while they twiddle their thumbs. Children are also family but go off I guess ,-2,"Pittsburgh, PA"
this is disgusting and if you agree with this you’re also disgusting. start giving a fuck about people YOUR AGE that are dying because of guns being sold to ANYONE. i’m furious there are people this ignorant. ,-2,"Pottstown, PA"
@MrRussB “Guns and Butter” economics.,-2,"Bronx, NY"
"@TheMogs @DLoesch This is about getting AR-15 murder machines out of our neighborhoods.

This has nothing to do with the 2nd amendment.

The #NRA lied to you and said it is about the 2nd.

This is how they sell the guns.

Fear and hatred and lies.",-2,"Pennsylvania, USA"
"Shaq Calls For More Guns In School, No Weapons Ban  via @dailycaller",-2,"Los Angeles, CA"
"@meatshaq @DLoesch This is about getting AR-15 murder machines out of our neighborhoods.

This has nothing to do with the 2nd amendment.

The #NRA lied to you and said it is.

This how they sell the guns.

Fear and hatred and lies.",-2,"Pennsylvania, USA"
"@pnf_phytrade @DLoesch So, is it psychotropic drugs? Are children not taught to respect guns anymore? Is it violence in video games &amp; movies? Is it the fact that hatred has been normalized? Or, a mix of all of these?",-2,"Royal Pines, NC"
Yup.  Look what strict gun control does for Chicago. ,-2,"South St Paul, MN"
"Yea like at the awards the other night, did you see those guards carrying those awful guns to protect those people who are calling for a ban on guns, a child can see the hypocrisy but the left can not! ",-2,"Missouri, USA"
@somecallmesavvy @javin_morgan You can literally go to oildale and go buy a fully automatic AR 15 people get guns illegally just as often as legally so why make it harder for people to legally get guns rather than worry about the black market gun trade?,-2,"Bakersfield, CA"
"As you watch the TV news today about the nation's kids walking out of school to force repeal of the 2nd amendment and to try to take your guns, may I remind you that Mao used the same strategy in 1966 to force Communist rule in China ......... ",-2,"Boise, ID"
This is the “WELL ARMED WOMAN GROUP’s “ Answer to the lefts constant attack on our #2A . They will be meeting Sat. 17th to practice and learn about shooting firearms. Non members welcome  ,-2,"Pennsylvania, USA"
Gun control is literally the easiest and most logical thing to support,-2,"Kentucky, USA"
Standing outside made waves for the Women’s Rights Movement and the Civil Rights Movement ... sitting down is something I refuse to do ,-2,Hell
"“White men stockpile guns because they’re scared of black people and feel inadequate, science says” ",-2,"Portland, OR"
I DARE some bitch to hit my son. Omgggg she better be ready to meet her maker after pulling some shit like this. ,-2,"Seaside, CA"
y’all look musty as hell ,-2,"Los Angeles, CA"
"@RobWittman @SpeakerRyan And where is the gun control talk. 
The blue wave is com inn for you first paul. Maybe you should just resign before you are totally embarrassed",-2,"Florida, USA"
So that’s what @SHRebels did ,-2,"Bakersfield, CA"
lmao you know she tryna impress one of those dudes in the pic ,-2,"Los Angeles, CA"
"Sung to the tune of ""Big Bad Don""? ",-2,"Cottonwood Heights, UT"
"@conservmillen Someone should tell these ill informed children that the NRA was started to teach African Americans how to use firearms so they could protect themselves from the KKK. By the way, the men under the white hoods were Democrats!",-2,"Pittsboro, IN"
This was on @TeenVogue on Snapchat with the title “what the @NRA doesn’t want you to know” I find it interesting that these places where they claim guns shouldn’t be are places where a lot of these massacres happen because they are gun free zones. The stupidity is maddening ,-2,"Indiana, USA"
@FoxNews @IngrahamAngle The Superfreaks are the ones who were Superfly's in the 60's don't follow these radical activists they are old &amp; outdated! Listen to me kids I speak the truth guns protect why fight against NRA for the LIAR ADULTS in Congress ! USE YOUR COMMON SENSE!,-2,"North Carolina, USA"
Sounds about white ,-2,"Reno, NV"
"@PsychoJoeBKF @chassisk america a safe place again, for everyone, and we don't give two shits about how much you love your guns. we love our lives and our education, and our safety is worth more than your guns.",-2,"Nashville, TN"
Today in the utterly obvious: ,-2,"Minneapolis, MN"
@Creekside_High #wearetheTRIBE #cantstopwontstop ,-2,"Georgia, USA"
"Very confused as to how she made the connection between abortions and school shootings. Also, God would never and will never accept the murders of his creations nor would he sanction or stand for their lives to be ended in any way, shape, or form. ",-2,"Arkansas, USA"
"What these kids did today and what they continue to do to combat guns is inspiring and literally takes my breath away. Luckily, they are changing the world while I am still in it to cheer them on.",-2,"Louisville, KY"
"Cuz mental illnesses contribute to gun violence. SSRI's contribute to gun violence. Big pharma and the government have been close forever, and if the CDC discovered the link between SSRI's and gun violence, big pharma would lose out on a huge cash cow 🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️ ",-2,"Peabody, MA"
american hero ,-2,"Salem, VA"
@LeMarquand @ariela_paul Take away guns and health care and put it under gov't control and then ya got um! Add killing of free speech and done deal.,-2,"Indiana, USA"
